Japanese Name,English Name,Chat Command,Reboot Human,Reboot Human Hash,Reboot Cast Male,Reboot Cast Male Hash,Reboot Cast Female,Reboot Cast Female Hash,Reboot Fig,Reboot Fig Hash,Reboot VFX,Reboot VFX Hash,Gender (Blank usually follows previous)
ドンキ×NGSタオル,Don Quijote x NGS Towel,,character/motion/lobby_action/pl_la_2264_2264dnkpose_f_std.ice,c8\a2abcc4296ec89a6c44ec9ef08f5f0,character/motion/lobby_action/pl_la_2264_2264dnkpose_f_cam.ice,b3\b61a20ea15091519c8216e5297dc53,character/motion/lobby_action/pl_la_2264_2264dnkpose_f_caf.ice,04\cf1ed807a4cb58cb937e0eafdbd076,character/motion/lobby_action/pl_la_2264_2264dnkpose_f_base.ice,2b\5ca208c5f6b233a567d0695d5f0d4d,character/motion/lobby_action/pl_la_2264_2264dnkpose_f_vfx.ice,f6\ba39444327c701d646c60e378be67d,
ドンキ×NGSタオル,Don Quijote x NGS Towel,,character/motion/lobby_action/pl_la_2264_2264dnkpose_f_hsi1_std.ice,09\c8464068f014f04b24881e1db32985,character/motion/lobby_action/pl_la_2264_2264dnkpose_f_hsi1_cam.ice,53\fd71026ab6fabddc20de405233cea5,character/motion/lobby_action/pl_la_2264_2264dnkpose_f_hsi1_caf.ice,2e\fd067d8555821c82be4c25b007405d,character/motion/lobby_action/pl_la_2264_2264dnkpose_f_hsi1_base.ice,9f\ecb76849ea3cc47ac8d84efccaea0a,character/motion/lobby_action/pl_la_2264_2264dnkpose_f_vfx.ice,f6\ba39444327c701d646c60e378be67d,
異世界おじさん：剣技,UfAW: Sword Skills,UfAW,character/motion/lobby_action/pl_la_2262_2262iseojpose3_m_std.ice,b7\09aeb3a5a3c00f657982e2728b13be,character/motion/lobby_action/pl_la_2262_2262iseojpose3_m_cam.ice,0c\a825e989f4e60129233ae87088e88d,character/motion/lobby_action/pl_la_2262_2262iseojpose3_m_caf.ice,c4\803147d351d27e512d1ebc5cb813fa,character/motion/lobby_action/pl_la_2262_2262iseojpose3_m_base.ice,ff\3abccca389c4dc32e30671f0de5e73,character/motion/lobby_action/,,
異世界おじさん：剣技,UfAW: Sword Skills,,character/motion/lobby_action/pl_la_2262_2262iseojpose3_m_hsi1_std.ice,c5\f7d74749c371ab5af3a1200e7edf53,character/motion/lobby_action/pl_la_2262_2262iseojpose3_m_hsi1_cam.ice,47\199317bd87588e5cf7dacac6a2ded3,character/motion/lobby_action/pl_la_2262_2262iseojpose3_m_hsi1_caf.ice,c4\75a67b3711287f7ad9c02c66886ac1,character/motion/lobby_action/pl_la_2262_2262iseojpose3_m_hsi1_base.ice,36\78fab05428b3bb065b392356cd3381,character/motion/lobby_action/,,
異世界おじさん：剣技,UfAW: Sword Skills,,character/motion/lobby_action/pl_la_2262_2262iseojpose3_f_std.ice,d2\494f57e64ffe4a1a61f450113e5625,character/motion/lobby_action/pl_la_2262_2262iseojpose3_f_cam.ice,01\d33ee4a9991fc30a2d7aca97905474,character/motion/lobby_action/pl_la_2262_2262iseojpose3_f_caf.ice,c8\76060bee3800e3657e496e8f122782,character/motion/lobby_action/pl_la_2262_2262iseojpose3_f_base.ice,dd\6af32f60f7a4338b24a447fe67c391,character/motion/lobby_action/,,
異世界おじさん：剣技,UfAW: Sword Skills,,character/motion/lobby_action/pl_la_2262_2262iseojpose3_f_hsi1_std.ice,59\27daf73c060ab2f007804ed302f7ae,character/motion/lobby_action/pl_la_2262_2262iseojpose3_f_hsi1_cam.ice,02\a9b0232fd8efbeec0e0ed6a1b1794c,character/motion/lobby_action/pl_la_2262_2262iseojpose3_f_hsi1_caf.ice,fe\8a06fb2b4b7525bef537d04b304739,character/motion/lobby_action/pl_la_2262_2262iseojpose3_f_hsi1_base.ice,19\d3f19def262bfd30a9ea1f5ff45f97,character/motion/lobby_action/,,
異世界おじさん：OP,UfAW: Opening,UfAW2,character/motion/lobby_action/pl_la_2263_2263iseojdance_m_std.ice,ff\70d664e8cf46b42924f5ae5f92bfcb,character/motion/lobby_action/pl_la_2263_2263iseojdance_m_cam.ice,34\e88c067d34bc1f253c014dbd29eadf,character/motion/lobby_action/pl_la_2263_2263iseojdance_m_caf.ice,ef\e080ea12c42965ce4b1975c7cf936e,character/motion/lobby_action/pl_la_2263_2263iseojdance_m_base.ice,31\183989708cfc24a3d9d3705aadbe1f,character/motion/lobby_action/pl_la_2263_2263iseojdance_m_vfx.ice,82\c4ee1d068af6cc4cb3c3f81621cdb7,
異世界おじさん：OP,UfAW: Opening,,character/motion/lobby_action/pl_la_2263_2263iseojdance_m_pre_std.ice,,character/motion/lobby_action/pl_la_2263_2263iseojdance_m_pre_cam.ice,,character/motion/lobby_action/pl_la_2263_2263iseojdance_m_pre_caf.ice,,character/motion/lobby_action/pl_la_2263_2263iseojdance_m_pre_base.ice,,character/motion/lobby_action/pl_la_2263_2263iseojdance_m_vfx.ice,82\c4ee1d068af6cc4cb3c3f81621cdb7,
異世界おじさん：OP,UfAW: Opening,,character/motion/lobby_action/pl_la_2263_2263iseojdance_f_std.ice,ec\69d223f18b539b440d4ceb1fbec9bb,character/motion/lobby_action/pl_la_2263_2263iseojdance_f_cam.ice,ad\00672da4f4d83c0b7563989d32c79e,character/motion/lobby_action/pl_la_2263_2263iseojdance_f_caf.ice,8d\94ad4b5c6d1582274c8fd22e7cdae4,character/motion/lobby_action/pl_la_2263_2263iseojdance_f_base.ice,8e\a1535531360a1bea3b26a925521aa1,character/motion/lobby_action/,,
サインはB,B Is The Sign,oshinoko2,character/motion/lobby_action/pl_la_2270_2270signb1_m_std.ice,a2\0c36611833c6f747040e8fcc316f56,character/motion/lobby_action/pl_la_2270_2270signb1_m_cam.ice,33\e9a02656da8aa87937738cd37b594f,character/motion/lobby_action/pl_la_2270_2270signb1_m_caf.ice,0f\86332ffb78736018b2ff30b2ce3873,character/motion/lobby_action/pl_la_2270_2270signb1_m_base.ice,94\d17a123bbf84225d411d0d0e107f0d,character/motion/lobby_action/,,
サインはB,B Is The Sign,,character/motion/lobby_action/pl_la_2270_2270signb1_f_std.ice,97\df74907581c04883c466b9e703bada,character/motion/lobby_action/pl_la_2270_2270signb1_f_cam.ice,e7\3e332af158015684fc49417066c983,character/motion/lobby_action/pl_la_2270_2270signb1_f_caf.ice,0b\fcee573ddc5880da49b46cc2efb2d0,character/motion/lobby_action/pl_la_2270_2270signb1_f_base.ice,4d\cd907f1fb8f1d6d8050a2a9081c64e,character/motion/lobby_action/,,
手をひらく8,Open 8,openhand8_l,character/motion/lobby_action/pl_la_2242_2242handopen_l_m_std.ice,d9\65e373a8becffa8446b1a3357bbc47,character/motion/lobby_action/pl_la_2242_2242handopen_l_m_cam.ice,7c\f267d7df28ec8e0d75a9acb24a9ffc,character/motion/lobby_action/pl_la_2242_2242handopen_l_m_caf.ice,5d\954ee6ea93e64bab6cc79f1df25b63,character/motion/lobby_action/pl_la_2242_2242handopen_l_m_base.ice,32\c11520753e936a01e973cfa2dfe4e5,character/motion/lobby_action/,,Male
手をひらく8,Open 8,,character/motion/lobby_action/pl_la_2242_2242handopen_l_f_std.ice,e1\33db70179c556308a9974a963f0ec0,character/motion/lobby_action/pl_la_2242_2242handopen_l_f_cam.ice,c0\f753a9062e85c3486549ff971817e6,character/motion/lobby_action/pl_la_2242_2242handopen_l_f_caf.ice,1d\3972cf94fe6883bab5f3d590acd840,character/motion/lobby_action/pl_la_2242_2242handopen_l_f_base.ice,5d\ca304fcd47b366052c86d8706166ef,character/motion/lobby_action/,,Female
手をひらく8,Open 8,openhand8_r,character/motion/lobby_action/pl_la_2242_2242handopen_r_m_std.ice,5a\faf530371762afebb64d27db369817,character/motion/lobby_action/pl_la_2242_2242handopen_r_m_cam.ice,ec\af6e3ff20104d998e9f12d93fe244e,character/motion/lobby_action/pl_la_2242_2242handopen_r_m_caf.ice,44\400b6da8f6a82b39efd97809c92d64,character/motion/lobby_action/pl_la_2242_2242handopen_r_m_base.ice,79\643683c9e09e8a1c8b30d9c0cc5080,character/motion/lobby_action/,,Male
手をひらく8,Open 8,,character/motion/lobby_action/pl_la_2242_2242handopen_r_f_std.ice,47\447bff7b8e3d5cf3be43f51aae18c6,character/motion/lobby_action/pl_la_2242_2242handopen_r_f_cam.ice,16\2b3fe3a12756aa95d60fe93fced892,character/motion/lobby_action/pl_la_2242_2242handopen_r_f_caf.ice,93\7ff35969f01be9c17ba97ce11a8d13,character/motion/lobby_action/pl_la_2242_2242handopen_r_f_base.ice,4c\ba8bf8d361d831c62efed410fc6001,character/motion/lobby_action/,,Female
富士急×NGS,FujiQ,FujiQ,character/motion/lobby_action/pl_la_2271_2271fujikyupose_m_std.ice,9d\b31b4a8eebd3e856c04ee3978c5eb1,character/motion/lobby_action/pl_la_2271_2271fujikyupose_m_cam.ice,70\7af6a716e0610d42c2c3063922bd44,character/motion/lobby_action/pl_la_2271_2271fujikyupose_m_caf.ice,b3\653d9ce2ffa52d808be2d15cd486e5,character/motion/lobby_action/pl_la_2271_2271fujikyupose_m_base.ice,e7\875579e5f3f11bcd3315e4749174cd,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_vfx.ice,9e\4a1f896bf759ffb3c52b55e4797b83,
富士急×NGS,FujiQ,,character/motion/lobby_action/pl_la_2271_2271fujikyupose_m_hsi1_std.ice,ec\da854b0215f52160ca6aad27fdbd1d,character/motion/lobby_action/pl_la_2271_2271fujikyupose_m_hsi1_cam.ice,87\ab4c7527be9df92727a584eb718d4f,character/motion/lobby_action/pl_la_2271_2271fujikyupose_m_hsi1_caf.ice,a0\0069d850fe95c19e8665659b246618,character/motion/lobby_action/pl_la_2271_2271fujikyupose_m_hsi1_base.ice,60\01f79ff9950cf9ac3e3e142844d707,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_vfx.ice,9e\4a1f896bf759ffb3c52b55e4797b83,
富士急×NGS,FujiQ,,character/motion/lobby_action/pl_la_2271_2271fujikyupose_m_hsi2_std.ice,fc\2aaf2319069e4ff896aa2ed636a16d,character/motion/lobby_action/pl_la_2271_2271fujikyupose_m_hsi2_cam.ice,32\5270e800afa737068f3ee5c53f9c12,character/motion/lobby_action/pl_la_2271_2271fujikyupose_m_hsi2_caf.ice,df\1b934dba817204feb247fce6fef88d,character/motion/lobby_action/pl_la_2271_2271fujikyupose_m_hsi2_base.ice,7e\a7e8dceeb0ff8c6167e9947c75617a,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_vfx.ice,9e\4a1f896bf759ffb3c52b55e4797b83,
富士急×NGS,FujiQ,,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_std.ice,47\f8cb70e4d8f3d78cbb4b00aee00e13,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_cam.ice,d9\ea21c95339d452497728d0ce3478b3,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_caf.ice,0c\fd6bae818f2d53379363a1e7e73828,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_base.ice,e8\635e71b9aa74c52e38510013931330,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_vfx.ice,9e\4a1f896bf759ffb3c52b55e4797b83,
富士急×NGS,FujiQ,,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_hsi1_std.ice,84\7d05184c0056b722ac27ab72d20ef5,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_hsi1_cam.ice,23\41542ba51a56dccac5a5e17e792b9e,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_hsi1_caf.ice,21\5e9ebc51a0e0424fe9df2e70531cde,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_hsi1_base.ice,23\2baca842910bbeaec6eee0d25b50f1,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_vfx.ice,9e\4a1f896bf759ffb3c52b55e4797b83,
富士急×NGS,FujiQ,,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_hsi2_std.ice,d1\fcb369fab334c964eed846d101b46f,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_hsi2_cam.ice,f2\085daa36a77e249486e2bb91dc644a,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_hsi2_caf.ice,1d\9ff0b11b43eff06af06c4acc65805b,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_hsi2_base.ice,f8\2bae1648eb90cc1d964a4686b3d463,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_vfx.ice,9e\4a1f896bf759ffb3c52b55e4797b83,
富士急×NGS,FujiQ,,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_hsi3_std.ice,42\dc7d64922f8003facb99df4fc233be,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_hsi3_cam.ice,a9\acccf8ed74d3415bb994356023c2cc,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_hsi3_caf.ice,92\18e3741e116f4806419ebed435b008,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_hsi3_base.ice,90\c2cf168172d2778283674ea971ff19,character/motion/lobby_action/pl_la_2271_2271fujikyupose_f_vfx.ice,9e\4a1f896bf759ffb3c52b55e4797b83,
ダンス７０,Dance 70,dance70,character/motion/lobby_action/pl_la_2259_2259dance_m_std.ice,49\33ba12c3f66f4cb21befbaca6c4d45,character/motion/lobby_action/pl_la_2259_2259dance_m_cam.ice,a5\6fda71670287fbbc008a8c6bb122cc,character/motion/lobby_action/pl_la_2259_2259dance_m_caf.ice,42\945f481ededb2af2678d3da960a11d,character/motion/lobby_action/pl_la_2259_2259dance_m_base.ice,72\fe523c4d27c1021a37155b2233f0d5,character/motion/lobby_action/,,
ダンス７０,Dance 70,,character/motion/lobby_action/pl_la_2259_2259dance_f_std.ice,4b\e80fdac6d091800e11740c0da3a422,character/motion/lobby_action/pl_la_2259_2259dance_f_cam.ice,c8\2a355b2cbb952cdde8689d5a56f4b1,character/motion/lobby_action/pl_la_2259_2259dance_f_caf.ice,b2\fe107f0a151b8ae2fed6521ddddc70,character/motion/lobby_action/pl_la_2259_2259dance_f_base.ice,c4\a9815d1195d31fdcf3464aaef67d57,character/motion/lobby_action/,,
スポットライト2,Spot Light 2,spotlight2,character/motion/lobby_action/pl_la_2167_2167spotlight_m_std.ice,c1\13eece4fa3fa44e221bbe25bd5d003,character/motion/lobby_action/pl_la_2167_2167spotlight_m_cam.ice,0a\21e7b21af691f4b9124b815d560528,character/motion/lobby_action/pl_la_2167_2167spotlight_m_caf.ice,83\f3c1e99a4024167167640df44ed18c,character/motion/lobby_action/pl_la_2167_2167spotlight_m_base.ice,6d\21bcd3c3ea47021474b68a5e428d7e,character/motion/lobby_action/pl_la_2167_2167spotlight_f_vfx.ice,c6\4e6b69348b502d185f6cf87866ffe6,
スポットライト2,Spot Light 2,,character/motion/lobby_action/pl_la_2167_2167spotlight_f_std.ice,c0\9f34c72a2d8b3ab2800ceb796384eb,character/motion/lobby_action/pl_la_2167_2167spotlight_f_cam.ice,ae\9dd033a090d1ef9459b720d6afdc8e,character/motion/lobby_action/pl_la_2167_2167spotlight_f_caf.ice,e3\9642ac41cf0d54479e4b0739e51a0c,character/motion/lobby_action/pl_la_2167_2167spotlight_f_base.ice,85\2cad28d00eeb5254c73ba8e077c492,character/motion/lobby_action/pl_la_2167_2167spotlight_f_vfx.ice,c6\4e6b69348b502d185f6cf87866ffe6,
倒れ込む,Fainting,fainting,character/motion/lobby_action/pl_la_387_anemia_m_std.ice,26\21638ceba54138a21b40f8942c7efc,character/motion/lobby_action/pl_la_387_anemia_m_cam.ice,42\970d9cf4178ad5578999e29b5d8451,character/motion/lobby_action/pl_la_387_anemia_m_caf.ice,e1\bdeb20fe11895d802931df133bdbbe,character/motion/lobby_action/pl_la_387_anemia_m_base.ice,cc\1ceb278971693d6917772f7ce2e788,character/motion/lobby_action/,,
倒れ込む,Fainting,,character/motion/lobby_action/pl_la_387_anemia_m_pre_std.ice,,character/motion/lobby_action/pl_la_387_anemia_m_pre_cam.ice,,character/motion/lobby_action/pl_la_387_anemia_m_pre_caf.ice,,character/motion/lobby_action/pl_la_387_anemia_m_pre_base.ice,,character/motion/lobby_action/,,
倒れ込む,Fainting,,character/motion/lobby_action/pl_la_387_anemia_f_std.ice,53\256ec25e291c1fb586cb5c2856560c,character/motion/lobby_action/pl_la_387_anemia_f_cam.ice,0c\768cff64d9e712e4f43bd54ea11a1c,character/motion/lobby_action/pl_la_387_anemia_f_caf.ice,13\79a4115b158c5dc0c63afbc42e7d6c,character/motion/lobby_action/pl_la_387_anemia_f_base.ice,fa\3f1913bee5d9444a4182ef22478220,character/motion/lobby_action/,,
倒れ込む,Fainting,,character/motion/lobby_action/pl_la_387_anemia_f_pre_std.ice,,character/motion/lobby_action/pl_la_387_anemia_f_pre_cam.ice,,character/motion/lobby_action/pl_la_387_anemia_f_pre_caf.ice,,character/motion/lobby_action/pl_la_387_anemia_f_pre_base.ice,,character/motion/lobby_action/,,
スプリガン,SPRIGGAN,SPRIGGAN,character/motion/lobby_action/pl_la_2233_2233spg_m_std.ice,a6\e8ddb08618404dff974432c8c40706,character/motion/lobby_action/pl_la_2233_2233spg_m_cam.ice,5b\aa09dcb2c20e9f3cfa570b774eae14,character/motion/lobby_action/pl_la_2233_2233spg_m_caf.ice,a9\d5411b431a3711482163586e290f4f,character/motion/lobby_action/pl_la_2233_2233spg_m_base.ice,db\e5f1b4228d0e94b339ad77cac9fd2f,character/motion/lobby_action/pl_la_2233_2233spg_m_vfx.ice,51\d618ef6abcf2982ce206e7d67851ce,
スプリガン,SPRIGGAN,,character/motion/lobby_action/pl_la_2233_2233spg_m_pre_std.ice,,character/motion/lobby_action/pl_la_2233_2233spg_m_pre_cam.ice,,character/motion/lobby_action/pl_la_2233_2233spg_m_pre_caf.ice,,character/motion/lobby_action/pl_la_2233_2233spg_m_pre_base.ice,,character/motion/lobby_action/pl_la_2233_2233spg_m_vfx.ice,51\d618ef6abcf2982ce206e7d67851ce,
スプリガン,SPRIGGAN,,character/motion/lobby_action/pl_la_2233_2233spg_f_std.ice,70\86a191fa6ba47a05acb786a82862a8,character/motion/lobby_action/pl_la_2233_2233spg_f_cam.ice,e0\a7da2a3b3c03271302cf3420b31960,character/motion/lobby_action/pl_la_2233_2233spg_f_caf.ice,8f\d998c015faf4425a6925a53a996514,character/motion/lobby_action/pl_la_2233_2233spg_f_base.ice,aa\38a8bb638f77e6c342899f7c026c56,character/motion/lobby_action/,,
スプリガン,SPRIGGAN,,character/motion/lobby_action/pl_la_2233_2233spg_f_hsi1_std.ice,fa\fe6f2d88ba5ad9bd0b31bae1108c15,character/motion/lobby_action/pl_la_2233_2233spg_f_hsi1_cam.ice,9a\8d9680994747facc8fe17ab94500f9,character/motion/lobby_action/pl_la_2233_2233spg_f_hsi1_caf.ice,c0\9c4f88cf320967e406289b2e2fedae,character/motion/lobby_action/pl_la_2233_2233spg_f_hsi1_base.ice,55\cc2fe9f8722e81c3f6a7045f341e8e,character/motion/lobby_action/,,
スプリガン,SPRIGGAN,,character/motion/lobby_action/pl_la_2233_2233spg_f_hsi1_pre_std.ice,,character/motion/lobby_action/pl_la_2233_2233spg_f_hsi1_pre_cam.ice,,character/motion/lobby_action/pl_la_2233_2233spg_f_hsi1_pre_caf.ice,,character/motion/lobby_action/pl_la_2233_2233spg_f_hsi1_pre_base.ice,,character/motion/lobby_action/,,
勝利ポーズ１＋,Victory Pose 1+,winnerpose+,character/motion/lobby_action/pl_la_1309_warposere_m_std.ice,83\cf94c025dbbb6b16ad10badbb958f8,character/motion/lobby_action/pl_la_1309_warposere_m_cam.ice,f0\1dde60ce389e94d2e4051dbc4eb334,character/motion/lobby_action/pl_la_1309_warposere_m_caf.ice,76\3c0b921d320b104997ca1fc8bc6cfa,character/motion/lobby_action/pl_la_1309_warposere_m_base.ice,11\35ba21a193593102e246e4069dd328,character/motion/lobby_action/,,
勝利ポーズ１＋,Victory Pose 1+,,character/motion/lobby_action/pl_la_1309_warposere_f_std.ice,bb\92f4dd82828f9eae1a104f0ffe8f96,character/motion/lobby_action/pl_la_1309_warposere_f_cam.ice,1c\c7f067caf24bd23abd783c62fab520,character/motion/lobby_action/pl_la_1309_warposere_f_caf.ice,1f\6c2e2f4e294b09da545f997846fbbd,character/motion/lobby_action/pl_la_1309_warposere_f_base.ice,c5\bbe895d5360c32548ab3779057ba04,character/motion/lobby_action/,,
勝利ポーズ２＋,Victory Pose 2+,winnerpose2+,character/motion/lobby_action/pl_la_1262_winnerpose2re_m_std.ice,32\0cb6f4ab1513e040bee7bf553fcad5,character/motion/lobby_action/pl_la_1262_winnerpose2re_m_cam.ice,e7\9b440a6df4321c2043baad05545709,character/motion/lobby_action/pl_la_1262_winnerpose2re_m_caf.ice,83\680896034f943746284b98262f4966,character/motion/lobby_action/pl_la_1262_winnerpose2re_m_base.ice,50\e0594b34c729e8aeae99f9dd1f11ed,character/motion/lobby_action/,,
勝利ポーズ２＋,Victory Pose 2+,,character/motion/lobby_action/pl_la_1262_winnerpose2re_f_std.ice,b2\5e8b0e640963d2af4459524d8ece98,character/motion/lobby_action/pl_la_1262_winnerpose2re_f_cam.ice,6f\75bba8424aab085717069fa3f17a1a,character/motion/lobby_action/pl_la_1262_winnerpose2re_f_caf.ice,e8\ab44bb6d6615d1afc31579f61e0a69,character/motion/lobby_action/pl_la_1262_winnerpose2re_f_base.ice,82\b27c8bbaeb3e5cc9a9fec990d2d438,character/motion/lobby_action/,,
ゴリラタイム,Gorilla Time,gorilla,character/motion/lobby_action/pl_la_380_realgorilla_m_std.ice,c6\ab7c911000188a2b91b771861cf330,character/motion/lobby_action/pl_la_380_realgorilla_m_cam.ice,08\c1b6dabeeea9dd5d6fb3f7448319ae,character/motion/lobby_action/pl_la_380_realgorilla_m_caf.ice,77\8f68d56725a748a2ad5af37ca59678,character/motion/lobby_action/pl_la_380_realgorilla_m_base.ice,9f\91b7c4dc0e043d6c179abcefda12f5,character/motion/lobby_action/,,
ゴリラタイム,Gorilla Time,,character/motion/lobby_action/pl_la_380_realgorilla_m_hsil_std.ice,22\1974448c771c0bc6cb685e279d9632,character/motion/lobby_action/pl_la_380_realgorilla_m_hsil_cam.ice,c6\632b29c5b3ecbbd5b7dd556f594fdf,character/motion/lobby_action/pl_la_380_realgorilla_m_hsil_caf.ice,72\98458f810fdd3b19c71840007ea6f1,character/motion/lobby_action/pl_la_380_realgorilla_m_hsil_base.ice,cb\51e5967c47ae6c8df0f9f9187f617a,character/motion/lobby_action/,,
ゴリラタイム,Gorilla Time,,character/motion/lobby_action/pl_la_380_realgorilla_m_hsir_std.ice,5a\963713a4f70af0fd36b0240c6ce837,character/motion/lobby_action/pl_la_380_realgorilla_m_hsir_cam.ice,c6\1cb6ee81f939f83a9389c4ab2f9b99,character/motion/lobby_action/pl_la_380_realgorilla_m_hsir_caf.ice,07\ca5b14db4eb77a401f5912916a16a9,character/motion/lobby_action/pl_la_380_realgorilla_m_hsir_base.ice,65\3cda730b84857ccbd312a7f14e62e4,character/motion/lobby_action/,,
ゴリラタイム,Gorilla Time,,character/motion/lobby_action/pl_la_380_realgorilla_f_std.ice,6c\cb2cf842076f7011e7d66630a20a9e,character/motion/lobby_action/pl_la_380_realgorilla_f_cam.ice,51\5d22a67c7f82c4afbfd51861e12e11,character/motion/lobby_action/pl_la_380_realgorilla_f_caf.ice,79\586741c7a9e59984362fba7b0f848f,character/motion/lobby_action/pl_la_380_realgorilla_f_base.ice,04\cf4fe24b07c652485086f9f27b3da7,character/motion/lobby_action/,,
ゴリラタイム,Gorilla Time,,character/motion/lobby_action/pl_la_380_realgorilla_f_hsi1_std.ice,00\4495bf0122e80c9891d3f7df5ad531,character/motion/lobby_action/pl_la_380_realgorilla_f_hsi1_cam.ice,c8\6b6f373f129c2e2a22e8388ed5d754,character/motion/lobby_action/pl_la_380_realgorilla_f_hsi1_caf.ice,2c\bdf25d0be0f02497b600838d669844,character/motion/lobby_action/pl_la_380_realgorilla_f_hsi1_base.ice,2a\af2ded31b0f3b732062391ac127f11,character/motion/lobby_action/,,
ゴリラタイム,Gorilla Time,,character/motion/lobby_action/pl_la_380_realgorilla_f_hsil_std.ice,27\4b75cdc7594ff27bba11b9cf4600f7,character/motion/lobby_action/pl_la_380_realgorilla_f_hsil_cam.ice,56\976943ad0f133e4524524616e9e02f,character/motion/lobby_action/pl_la_380_realgorilla_f_hsil_caf.ice,0c\096b6e80c42b2d0638887a9f181fad,character/motion/lobby_action/pl_la_380_realgorilla_f_hsil_base.ice,26\94fb6c94b6834a4d55b33f5eceb62e,character/motion/lobby_action/,,
ゴリラタイム,Gorilla Time,,character/motion/lobby_action/pl_la_380_realgorilla_f_hsir_std.ice,69\99d075d8123fcc7d7d9ce89e3de14e,character/motion/lobby_action/pl_la_380_realgorilla_f_hsir_cam.ice,9d\347aa6a1611f6feda08d979344336d,character/motion/lobby_action/pl_la_380_realgorilla_f_hsir_caf.ice,07\4b1156ee6c037996270ad9eab84293,character/motion/lobby_action/pl_la_380_realgorilla_f_hsir_base.ice,28\6e3dd655be208171c6326f45a93a79,character/motion/lobby_action/,,
武器を構える2,Weapon Stance 2,weaponsetup2,character/motion/lobby_action/pl_la_2031_2031shakeoff_m_std.ice,7e\a97077ff865dc87d5230cf0e21769b,character/motion/lobby_action/pl_la_2031_2031shakeoff_m_cam.ice,cc\70d6c6ead6b510890134a1ff82e536,character/motion/lobby_action/pl_la_2031_2031shakeoff_m_caf.ice,35\9b637f6d1048c193014eb83a17ce75,character/motion/lobby_action/pl_la_2031_2031shakeoff_m_base.ice,b1\3d69292454aa05300da51673f8c0db,character/motion/lobby_action/,,
武器を構える2,Weapon Stance 2,,character/motion/lobby_action/pl_la_2031_2031shakeoff_m_pre_std.ice,,character/motion/lobby_action/pl_la_2031_2031shakeoff_m_pre_cam.ice,,character/motion/lobby_action/pl_la_2031_2031shakeoff_m_pre_caf.ice,,character/motion/lobby_action/pl_la_2031_2031shakeoff_m_pre_base.ice,,character/motion/lobby_action/,,
武器を構える2,Weapon Stance 2,,character/motion/lobby_action/pl_la_2031_2031shakeoff_f_std.ice,3b\d3122f76d0fbc8e926413e5bee159b,character/motion/lobby_action/pl_la_2031_2031shakeoff_f_cam.ice,b8\c1b5159555ddc153f4c44b1b60e19c,character/motion/lobby_action/pl_la_2031_2031shakeoff_f_caf.ice,d9\9f583f337b9292ac2617042169acec,character/motion/lobby_action/pl_la_2031_2031shakeoff_f_base.ice,66\b13a273ccf823d231f1be76daac36e,character/motion/lobby_action/,,
武器を構える2,Weapon Stance 2,,character/motion/lobby_action/pl_la_2031_2031shakeoff_f_pre_std.ice,,character/motion/lobby_action/pl_la_2031_2031shakeoff_f_pre_cam.ice,,character/motion/lobby_action/pl_la_2031_2031shakeoff_f_pre_caf.ice,,character/motion/lobby_action/pl_la_2031_2031shakeoff_f_pre_base.ice,,character/motion/lobby_action/,,
フライングベース３,FLYING BASE 3,flyingbase3,character/motion/lobby_action/pl_la_2244_2244fagpose_m_std.ice,49\8558f4dcce5a76a11e00fb0725f41d,character/motion/lobby_action/pl_la_2244_2244fagpose_m_cam.ice,7c\80c2033566dc3ac424c86844785678,character/motion/lobby_action/pl_la_2244_2244fagpose_m_caf.ice,2c\7851eec009f7a349681967fe26da70,character/motion/lobby_action/pl_la_2244_2244fagpose_m_base.ice,03\5e0997a4b745bd8c78c12e161af772,character/motion/lobby_action/pl_la_2244_2244fagpose_f_vfx.ice,aa\7949261d82739c9a6cfbea7f475d7a,
