Japanese Name,English Name,Id,Icon,Normal Quality,High Quality,Bone 1,Bone 2,Bone 3,Bone 4,Bone 5,Bone 6,Bone 7,Bone 8,Bone 9,Bone 10,Bone 11,Bone 12,Bone 13,Bone 14,Bone 15,Bone 16,Effect Name
ワイヤレスイヤホン　青,Wireless Earphones: Blue,28771,3e6db3f6b527c7d9765175ac97c1f737,cf2306e73f08c02eb6879371fb3f0431,,head2,head2,,,,root,pos_l,,,,,,,,,,
ワイヤレスイヤホン　黒,Wireless Earphones: Black,28772,4e84c3f0f0fe7d49b2414f36dd4573a3,97a6a57d3f0cf580cc09ba0c80f6ea7b,,head2,head2,,,,root,pos_l,,,,,,,,,,
ワイヤレスイヤホン　白,Wireless Earphones: White,28773,21a3129895ddef272464732e3e9c8877,709fca397ba1b13086438945a0c2fe6a,,head2,head2,,,,root,pos_l,,,,,,,,,,
ラッピースタイ,Rappy Bib,28780,02668be39de9adabf0c09addddf95ac5,168eeae7fa59dc1ace7ff1c23ddf72f8,,spine2,,,,,root,,,,,,,,,,,
和服後ろリボン　黄,Japanese Back Ribbon: Yellow,28790,6c2300e8a4d7da53efa3da6e56a14955,f99cedbc813a646e24aa81f69da35741,,spine1_efce,,,,,root,,,,,,,,,,,
和服後ろリボン　灰,Japanese Back Ribbon: Gray,28791,82696cc9007f24a95d8a0579a4cd788d,00e56893cd06ba8df1f85f389ae98a9f,,spine1_efce,,,,,root,,,,,,,,,,,
和服後ろリボン　赤,Japanese Back Ribbon: Red,28792,2ccd7691b0237a80daefcb147abbf7ca,2e9ad3b6f53b2e86c2e5408079c0a154,,spine1_efce,,,,,root,,,,,,,,,,,
和服後ろリボン　紫,Japanese Back Ribbon: Purple,28793,2d8f8efdd3405a7591aa8beb4327b9d4,192c725e5fed53f2d955517f9119def4,,spine1_efce,,,,,root,,,,,,,,,,,
セーラーつけ襟Ａ,Sailor Collar A,28800,f03e60cf065ff412bbbc9b7d9a129207,5430258988567fb3bb3ef03a41c41453,,spine2,,,,,root,,,,,,,,,,,
セーラーつけ襟Ｂ,Sailor Collar B,28801,a2d410aff0a4d16a0cebf1c21013646c,8c8cd2873a6849b5d692b77c2ff1c177,,spine2,,,,,root,,,,,,,,,,,
セーラーつけ襟Ｃ,Sailor Collar C,28802,c8ecadfdeb321890bf616227cf05eff9,4864cae2346f251db5065ea0d2afeb34,,spine2,,,,,root,,,,,,,,,,,
足首後ろリボン　黒,Ankle Back Ribbons: Black,28810,abf6321670c2ff3beabfe7f2b43eab63,e5d6ad9129491af120d26ccd569810bc,,r_calf,l_calf,,,,root,pos_l,,,,,,,,,,
足首後ろリボン　白,Ankle Back Ribbons: White,28811,9b998d40b2b4306671fcff989a6d40f7,aa7ee571728cab67c6ec092782c5372f,,r_calf,l_calf,,,,root,pos_l,,,,,,,,,,
足首後ろリボン　赤,Ankle Back Ribbons: Red,28812,8ea75a54788ae353dd6cc3700650ea41,18c59cdee9b8a9b09002bbd9c5d4a929,,r_calf,l_calf,,,,root,pos_l,,,,,,,,,,
スピーカーポッド,Speaker Pods,28820,31da7e4792a1e0a7fec7d298281c191c,e5a522a5128acdbdf13fbf893042d1ba,,spine1_efce,,,,,root,,,,,,,,,,,
うさぎマント　白,Bunny Cape: White,28830,510ed94164bcc8f5eb55d197034d61c9,331d0dbacc369fe3c147f9ac1b2464a4,,c_backadd,,,,,root,,,,,,,,,,,
うさぎマント　茶,Bunny Cape: Brown,28831,ccea8b5d0bb01e8f933d74e62aa0d62e,b961196d8a1e7c8b66f39c1c33a1c75e,,c_backadd,,,,,root,,,,,,,,,,,
うさぎマント　灰,Bunny Cape: Gray,28832,5972ba709d880a3ee3a2510f919ef399,34d179d22a57f934f35edbc94c84fd04,,c_backadd,,,,,root,,,,,,,,,,,
うさぎマント　桃,Bunny Cape: Pink,28833,9d827a8509ed2e44bc02a573e08b02d4,f37a16b5ff0bbcb4ef3f3e587620d790,,c_backadd,,,,,root,,,,,,,,,,,
有刺鉄線ネックレス　銀,Razor Wire Necklace: Silver,28840,6e5ae9476cdf444e622d16fac199ae16,0531bf625256089c7669a3fafc170273,,spine2,,,,,root,,,,,,,,,,,
有刺鉄線ネックレス　金,Razor Wire Necklace: Gold,28841,8ee7d503b4c7185ca0380ebb3b4f3c2a,05964b84a1be72d79efeab8d0466a71b,,spine2,,,,,root,,,,,,,,,,,
コード髪飾りＬ,Cord Hair Accessory L,28850,8fc31cfdff3232b0c337b239e254d4c3,09b2a15dd07d4ef1e7ae478a60f95925,,head,,,,,root,,,,,,,,,,,
コード髪飾りＬ　緑,Cord Hair Accessory L: Green,28851,f59819a61c1e90638e8d609dd1cb13b4,79b244954c2925b04d1e13b7bc7181b1,,head,,,,,root,,,,,,,,,,,
コード髪飾りＬ　桃,Cord Hair Accessory L: Pink,28852,5b4efd468bfb9f865777feee79fec050,e704cdc3146f68d1b377f717cc28b300,,head,,,,,root,,,,,,,,,,,
コード髪飾りＬ　青,Cord Hair Accessory L: Blue,28853,15537e50e21a0800b6f65c7793432ed5,92a719b29c9383e23eb485dc666391b2,,head,,,,,root,,,,,,,,,,,
コード髪飾りＲ,Cord Hair Accessory R,28854,fcf8ab9ed81a72f01b862b96fa0ad04c,1f4e3dcf8be0da3a27ea009e61be44f0,,head,,,,,root,,,,,,,,,,,
コード髪飾りＲ　緑,Cord Hair Accessory R: Green,28855,9e5e4654427579525b55f8f83ea2b8e2,ed248905aef1ef37789c220df88370e9,,head,,,,,root,,,,,,,,,,,
コード髪飾りＲ　桃,Cord Hair Accessory R: Pink,28856,fd1dfc0485a1a1d64a04660f3f245dfc,12933823cdc66578b3c50e637b41b903,,head,,,,,root,,,,,,,,,,,
コード髪飾りＲ　青,Cord Hair Accessory R: Blue,28857,c4098bcd3f8c8be0fec751916886bf60,4ed7184b71254071c7dee30a67313e5c,,head,,,,,root,,,,,,,,,,,
アームドレスＬ　白,Arm Dress L: White,28860,e534fbc36fd4e8af3a6aa28141e49830,e24b1b9146e9c83b441a8602a235ec8b,,l_upperarm,,,,,root,,,,,,,,,,,
アームドレスＬ　黒,Arm Dress L: Black,28861,3ef3777c3a3bbfa3cb6ac561613a8a4e,e150696fb83806dda957b589680a8915,,l_upperarm,,,,,root,,,,,,,,,,,
アームドレスＬ　赤,Arm Dress L: Red,28862,d8c95a63fdd0262f80bbd0b32bde18f0,bcbea066c8dfa63de1317adfb0725afa,,l_upperarm,,,,,root,,,,,,,,,,,
アームドレスＲ　白,Arm Dress R: White,28863,2940e5017cb81068c68938ef7b7e52dd,a2cffa59e24c2db75a3987ed544ca2fc,,r_upperarm,,,,,root,,,,,,,,,,,
アームドレスＲ　黒,Arm Dress R: Black,28864,5905afee40a2245c56381b27389edce0,fbf64210f8ca54fbfcea7ff9a3b99ea1,,r_upperarm,,,,,root,,,,,,,,,,,
アームドレスＲ　赤,Arm Dress R: Red,28865,2943e48c167bd721b7c0ca9f722882e0,56cff6099445313bb620c21c0460edb6,,r_upperarm,,,,,root,,,,,,,,,,,
ファー肩飾り　白,Fur Shoulder Ornament: White,28870,c84bf79591a07be2efd5ada91f5e98d2,1a7f269b0d17e7d1881deeb796fbe8c1,,l_clavicle,,,,,root,,,,,,,,,,,
ファー肩飾り　黒,Fur Shoulder Ornament: Black,28871,9516244291aa89dff0851ba2f132b530,77821a825b3b963833962e8aeea3fd64,,l_clavicle,,,,,root,,,,,,,,,,,
ファー肩飾り　灰,Fur Shoulder Ornament: Gray,28872,8216da7e975c97bf5d7254d42cf65c2e,f197a14247a12d0976b4f067185f680b,,l_clavicle,,,,,root,,,,,,,,,,,
ファー肩飾り　茶,Fur Shoulder Ornament: Brown,28873,42e685fed5a37ccc58c47e7d654f92a1,eac43677adcdbd25625860fcdf1d5c7a,,l_clavicle,,,,,root,,,,,,,,,,,
頭乗せヤカン・新,Head-Mounted Kettle: New,28880,c97f555aa8b48c8c5ab00cc26952e36c,4af7e7a2c34e398d5a5cd67e6e2a89d5,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
頭乗せヤカン・古,Head-Mounted Kettle: Old,28881,e1479b8763320b7527747572824362f1,9fa1fbc19da2234a050037956109c50b,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
アトルスクヘッドフォン,Atolusk Headphones,28890,291e47a602c721e8f82724fa279b5806,aa2dd3ab1c4b6d908e98a6d425511e62,,head,,,,,root,,,,,,,,,,,
モノアイマスク,Cyclops Mask,28900,380950a80475286c8ea36b1a2d44af97,4e0edf0e3d5eeb7a05b24f910d6fe7a9,,head,,,,,root,,,,,,,,,,,
飛び散る火花,Sparkler,28910,b6a6d38279e7951bcc5405f25f434347,56ad52a3240ea3a1fd6b773d9593b92a,,head,,,,,root,,,,,,,,,,,
閃光眼エフェクトＡ,Glowing Eye Effect A,28920,9c919efa8ddf4a293820633f0ddd1c1c,85adeff41a5d13392fb74c4f1d87c68a,,head,,,,,root,,,,,,,,,,,
閃光眼エフェクトＢ,Glowing Eye Effect B,28921,dc2f9bdc5e717fc4f5de3df91e34c59f,76ff0ba2da8f8f56395ef7be0d3fdf35,,head,,,,,root,,,,,,,,,,,
キョンキョンロリィ帽,Cute Floppy Hat,28930,11444c602799c762f704211d8385f798,0ade449617343e8c911656d362103b14,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
キョンキョンロリィ髪飾り,Cute Floppy Hair Ornament,28940,0deb947f5cd36c6580f5d32c97c33af0,80dc59d80e15c35a479aac07796f1e7f,,head,head,,,,root,pos_l,,,,,,,,,,
アステロード髪飾り,Asteraude Hair Ornament,28950,6ab6920bc183c1f4c672c7d805a2a744,c786bfdbc296effe11b966319950d04d,,head2,headtop_efhd,headtop_efhd,,,root,pos_l,pos_r,,,,,,,,,
クリオーネ頭飾り,Clione Head Ornament,28960,c7661f83c015fb2959cca01bd230c3a1,6c791fd11286766f62d76a1916d7bc83,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
トゥルーブルームＡ,True Bloom A,28970,657ecd5186783926f5250d95c29fe174,ef395a2558cd2c9b3fd9294e0c58a84a,,spine2,,,,,root,,,,,,,,,,,
[Unnamed 28979],,28979,cd183d4d2821c70a042cbc27138230a6,4901d6143fce11aa817e90b6b49f192f,,spine2,,,,,root,,,,,,,,,,,
トゥルーブルームＢ,True Bloom B,28980,9c7f319f83a7a8f89b2d7d0b66835819,a40a5ac7d73e67195b9937751d12bc7a,,spine2,,,,,root,,,,,,,,,,,
[Unnamed 28989],,28989,52a7c61a16742997cbf216f09858258a,48efa82bd60938789659b6854d6ff941,,spine2,,,,,root,,,,,,,,,,,
トゥルーブルームＣ,True Bloom C,28990,4d31d0280cc9f983bf9d932b9bd384c6,3ce67c07b2e2b80aa7c3f40ebd7bbc9f,,spine2,,,,,root,,,,,,,,,,,
[Unnamed 28999],,28999,4aeeddc4edd3bd993201ac07129fa90a,c8206bee735920157332a5c66c3bebf3,,spine2,,,,,root,,,,,,,,,,,
火を継ぐ蛇翼Ａ,Hitsugi Serpentine Wings A,29000,3fe6f004476ccab9b9304fb1bfd2f8ff,c6e916ee0322ff6c13496c616108edcf,,spine2,spine2,spine2,,,root,pos_l,pos_r,,,,,,,,,
[Unnamed 29009],,29009,ff39433bfd3d9fade50f1acfa352996a,ca9532be708541344b1100b8f058513d,,spine2,spine2,spine2,,,root,pos_l,pos_r,,,,,,,,,
火を継ぐ蛇翼Ｂ,Hitsugi Serpentine Wings B,29010,781e71c6c54f1b4a33971631a33e4013,874849d8dfcd5ef4d5bb9465fd96ea59,,spine2,spine2,spine2,,,root,pos_l,pos_r,,,,,,,,,
[Unnamed 29019],,29019,e1226ec28bfdb1fc7205495dbf164ecd,8f7393e870d8d6c9b55c9e24dd9e7387,,spine2,spine2,spine2,,,root,pos_l,pos_r,,,,,,,,,
火を継ぐリボン,Hitsugi Ribbon,29020,cc7b3a9ae4b97030f8b0dd9892ad80c0,6c52e94ff89bb13eb73f414af49aecac,,head,,,,,root,,,,,,,,,,,
[Unnamed 29029],,29029,f07eabcaebb8906f813c97a5a8c8d36a,0ed0c3e566a7e1c8e2f5326f2f772053,,head,,,,,root,,,,,,,,,,,
火を継ぐ髪飾り,Hitsugi Hairclip,29030,19f7852f22c78723d0b4d2112264747c,f3a86c619ff6d154001d66ba2f2cd30b,,head,head,,,,root,pos_l,,,,,,,,,,
[Unnamed 29039],,29039,a74bd0756012729495211260063aa46e,48c0b5e3f6c7ac6bd5182387b99205d4,,head,head,,,,root,pos_l,,,,,,,,,,
エクスピアシオン帽,Expiation Hat,29040,a946fbc3728c0010269e58792619ee39,a6c5a3de396a4c87fdcfc915aa86dc97,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
ポリゴノイド腰パーツ,Polygonal Waist Parts,29070,4c5e5c2595ec9411b7ceb2fc21945e81,3020bd461b1bca849e74e75fd8e3fce3,,hip,hip,,,,root,pos_l,,,,,,,,,,
ポリゴノイド腰パーツ　月,Polygonal Waist Parts: Moon,29071,f068457aa93ca79cae92857d88af787c,8e7537470784c92a38335e7763055876,,hip,hip,,,,root,pos_l,,,,,,,,,,
ポリゴノイド腰パーツ　虹,Polygonal Waist Parts: Rainbow,29072,e86fddd291eb9e21890cbd4d8be840f9,b07b6d2dfdda2d52da28b5eadfc0803c,,hip,hip,,,,root,pos_l,,,,,,,,,,
ポリゴノイド腰パーツ　燃,Polygonal Waist Parts: Blaze,29073,bc4bbdc4227f11c336b12cfcaf473e0a,715dfc2dcc5c21ce3975666aa279a554,,hip,hip,,,,root,pos_l,,,,,,,,,,
ポリゴノイド腰パーツ　空,Polygonal Waist Parts: Sky,29074,c8e0eada65430bc065e2c606191bf0af,9f6e10698c8e258b7309b54265488785,,hip,hip,,,,root,pos_l,,,,,,,,,,
マリス帽,Maris Hat,29080,5a700f819bd9df8db8fb602e52b9abc6,e28fa41629c3f940b2022d111f0bc41f,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
ラーフェマフラー,Raphe Scarf,29090,549260066aacdc438c981548e4fb044c,69e538c373312c921db488545ab2aba1,,spine2,,,,,root,,,,,,,,,,,
ラーフェ帽,Raphe Hat,29100,bedef660a7a4440afb6fa00a20fc3fed,92158efd90cd24e9c32e7b94e1370222,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
天宮さくらのリボン,Sakura Amamiya's Ribbon,29110,632e613aa75773c867b95d74989e50e6,46e2237586f432eb3700117d693bdc9c,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
ＭＦＤＢキャップＡ,MFDB Cap A,29130,cf7cca9c62baa9a43fd58d7ac0e0090e,5fac0bb2ee3d76fea54235fe65f38126,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
ＭＦＤＢキャップＢ,MFDB Cap B,29140,83ca8bda2bc1281625452d501ee24cd4,bff72af462ae09190db309cc8aa4123a,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
ＭＦＤＢブーツ,MFDB Boots,29150,ad1b5bfad56a87fe5073929cd6f1a908,d2307f1b385d54887d3d6ada88be3c8c,,r_calf,r_foot_effr,l_calf,l_foot_effl,,root,acr_foot_effr,acl_calf,acl_foot_effl,,,,,,,,
ＭＦＤＢしっぽ,MFDB Tail,29160,094f156e44d95cd8dad0a20a6f562cbe,5c9f072fb48e2d47a81e9dc17c94ff1b,,hip,,,,,root,,,,,,,,,,,
イデアサイドシールド,Idea Hip Shields,29170,be7869bed228386af5a3a24ae9236fad,0f8ae44ac917e58b37d119a983e67ce8,,hip,,,,,root,,,,,,,,,,,
イデアサイドシールドＢ,Idea Hip Shields B,29171,0f6db33876ad12be476e62966ba990f2,2aab8a010855d88db81e2321ae026677,,hip,,,,,root,,,,,,,,,,,
イデアフードマント,Idea Hooded Cape,29180,3c13a3d505cc93f6ef66a85e141e0f66,f8bdc710cc5394f759b361dcf63969ad,,spine2,,,,,root,,,,,,,,,,,
イデアフードマントＢ,Idea Hooded Cape B,29181,230d52d414111f9f4b17326244c2e580,cddb031f32805aebd2fcb6ecbc0a7db0,,spine2,,,,,root,,,,,,,,,,,
イデアスリーブ,Idea Sleeves,29190,ee00c06ef1fadfcec5aca1406b215474,b171d6936cc0a17bdd64619ddf6f5bd5,,r_forearm,l_forearm,,,,root,acl_forearm,,,,,,,,,,
イデアスリーブＢ,Idea Sleeves B,29191,c5392620d1c832e8b2b2e8b4d19ccfc6,1a345c38c306688e43e11b4d4f80de08,,r_forearm,l_forearm,,,,root,acl_forearm,,,,,,,,,,
イデアブーツ,Idea Boots,29200,236d2c07096d0ce4dbc127f452f0e5a4,4291d51e79ace3f43acf9107ad4b4d48,,r_calf,r_foot_effr,l_calf,l_foot_effl,,root,acr_foot_effr,acl_calf,acl_foot_effl,,,,,,,,
イデアブーツＢ,Idea Boots B,29201,44586b00290851e9f757c09eca631ed8,31a6eb9326dc71706dc3b749a661303d,,r_calf,r_foot_effr,l_calf,l_foot_effl,,root,acr_foot_effr,acl_calf,acl_foot_effl,,,,,,,,
キャットハット,Cat Hat,29210,7ce454819afaa8d0d9b5c3252d556891,5d6cce63efbc5abc5bf624adffc07176,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
プリエールヴェール,Prayer Veil,29220,8ee9e37849eb9e16018aed30a855299a,16f29d126edfbd71f5c0311ac9ea262c,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
エナジーウィング,Energy Wings,29240,df64068e966169080b6b458d85b94ca8,c8700245d4c0dc4d031bdd4536c83b12,,spine2,spine2,,,,root,pos_l,,,,,,,,,,
ジェネのデッキシューズ,Gené's Deck Shoes,29260,8742fcf3ced97ae49ff578b52ea0d6d2,98695f51daca56d0ec6a762d0109a058,,hip,r_foot_effr,l_foot_effl,,,root,acr_foot,acl_foot,,,,,,,,,
ジェネのサマーベレー帽,Gené's Summer Beret,29270,7479c8bca1a738cbd886a115d9440e7c,b4241d0e54be642c99178c545e4dbab0,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
アンベリールハット,Anberil Hat,29280,64c213b7e2951fc707503cdac9b129ac,dd77f2dbdc284263a3e0fe35b5046975,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
アンベリールハットＢ,Anberil Hat B,29281,77d991a7628d3ab1b65460d375b38ad5,8b79845a9749c4018b31b32825f1e7cd,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
アンベリールハットＣ,Anberil Hat C,29282,e04afd7ecff76847a0d706e623cb8a0c,f91d2ba637b3a63b70ee4e6dd9c275fe,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
アンベリールピアス,Anberil Earrings,29290,b5dde1013b3b8d627d3a214e0393c074,99354c411c4bc69125b736bb071deb4d,,head2,head2,,,,root,pos_l,,,,,,,,,,
カジュアルソナー　青,Casual Sonar: Blue,29300,bd76b11656ee3c705078afd24d89a87e,f82b1c556f460058cc9c7188c270f7e6,,spine2,,,,,root,,,,,,,,,,,
カジュアルソナー　橙,Casual Sonar: Orange,29301,4a46d30549d467903fd63f371db9dddd,295d9ae407214cf330c418d24b458c55,,spine2,,,,,root,,,,,,,,,,,
カジュアルソナー　緑,Casual Sonar: Green,29302,1122951eb0e16771542b69cb417552d0,25b7f0d552d4c4d180c2f8250aa597eb,,spine2,,,,,root,,,,,,,,,,,
カジュアルソナー　黄,Casual Sonar: Yellow,29303,7c253c8e55f92e1204b41e9b1c3f6706,2d62321dc6f3f31dea096206871b3250,,spine2,,,,,root,,,,,,,,,,,
腰フリル　赤,Waist Frill: Red,29320,7d7ca63fa6ec81409411045dfa0d2932,b7eb8abee45110fd74e5778b0902297b,,hip,hip,,,,root,pos_l,,,,,,,,,,
腰フリル　水,Waist Frill: Water,29321,84228016a123786efa868a9028234650,c0dbea2ef1cd66a5dddfd8cd1ba8f88b,,hip,hip,,,,root,pos_l,,,,,,,,,,
腰フリル　黒,Waist Frill: Black,29322,a9f84f71d0a8175418a219dd430f887d,4268596bf041226ac6d92c34a0c8ae92,,hip,hip,,,,root,pos_l,,,,,,,,,,
腰フリル　紺,Waist Frill: Navy,29323,12c4977603c181fec6fc48dbc47b3695,0e9ae92da038348846ba06dfa28b5981,,hip,hip,,,,root,pos_l,,,,,,,,,,
頭乗せパイロット,Head-Mount Pilot,29330,de2c8363b9921355daae12f2b41318f0,c63613cb9c5e6f208ee161d2ad50cb36,,head,,,,,root,,,,,,,,,,,
フロートナイフ,Floating Knife,29340,7053af14bc0adbf6349360dc14054b08,c7ea5cc0ffa543bb626a2b5faf1f5b99,,spine2,spine2,,,,root,pos_l,,,,,,,,,,
サードゥオピアス,Sardhuo Pius,29350,2ab7751546849f54838ed0cd9f64da46,b00e121bdf4d514ab2c8e1d4336b810c,,head2,head2,,,,root,pos_l,,,,,,,,,,
ヴァルツェヘアカフス,Wartze Hair Cuff,29360,4d20cb450226648bd2f4add78967a9d2,121134f85a90693a9f3352c8b9efd28d,,head,,,,,root,,,,,,,,,,,
シュテックガスマスク,Steck Gas Mask,29440,7a4322d09d549e20852bfc2c54887bc0,17fc4b8d6342dbce6861e8c5c9b2042f,,head,,,,,root,,,,,,,,,,,
ツヤノヘアアクセ,Vigil Hair Ornament,29450,0fb7456fa4a2ac09b59bf29432cd4aa7,6b6cbf53eb0aa230c6b483792bb1f283,,head,,,,,root,,,,,,,,,,,
ツヤノリボン,Vigil Ribbon,29460,45f338c1ab7e223a95d46f4c4168a84c,8ea0e2b14076e383392a62cfd0f86a22,,spine1_efce,,,,,root,,,,,,,,,,,
クレイン綿帽子,Crane Bridal Headdress,29470,0c6d7d4b8407623d7211ebc82d5e6c38,7921163c77f142b7ee13e3a4b3df33ff,,head2,headtop_efhd,,,,root,ac_headtop,,,,,,,,,,
クレイン羽飾り,Crane Winged Headdress,29480,ad4b87fea6f4da797a8dd5adeb680610,47451324d3ccdace739786457d904820,,head,head,,,,root,pos_l,,,,,,,,,,
バックパレオＡ,Back Pareo A,29490,28bced87a72fd6c15df93ba887635753,705843d3bff0838f9845863e76358c02,,hip,,,,,root,,,,,,,,,,,
バックパレオＢ,Back Pareo B,29491,f61bd4a1d78f991c43c838dc6f723880,a13f8b9ea8a29d8c0c55e325e20f66f1,,hip,,,,,root,,,,,,,,,,,
バックパレオＣ,Back Pareo C,29492,26f4b44968d90320ad539b9061f9a9b8,caba7ef7a7da9815cc9790b396ab1d09,,hip,,,,,root,,,,,,,,,,,
バックパレオＤ,Back Pareo D,29493,56fe7499704265935955a990bf2e619b,d14c29e4da5bf9222adf7af1b02a3155,,hip,,,,,root,,,,,,,,,,,
ヘキサウィング　水,Hexawings: Water,29500,28768f1d28dd7770274aeeb3264a3c15,82310f2cb8a266f88a5306aeeef7c112,,spine2,spine2,,,,root,pos_l,,,,,,,,,,
ヘキサウィング　青,Hexawings: Blue,29501,a3731bf44439f02d37a0bfc74d06e8a5,86006de4899cc15a56881c8b495b36de,,spine2,spine2,,,,root,pos_l,,,,,,,,,,
ヘキサウィング　赤,Hexawings: Red,29502,3f3dbbd1a4477a3f36e981a75133c220,1696f574d1b24e84573e4a505d3c42bc,,spine2,spine2,,,,root,pos_l,,,,,,,,,,
たれネコ耳　灰,,29510,780aafefa3934a119a104bb8da6c9fd9,0103240ed6d5b81c4e7f1e31c31a4eaa,,head2,headtop_efhd,headtop_efhd,,,root,pos_l,pos_r,,,,,,,,,
たれネコ耳　茶,,29511,593fac93dc0268a8862d35ef495d877a,163b07144d405aea2381ee18d765dc84,,head2,headtop_efhd,headtop_efhd,,,root,pos_l,pos_r,,,,,,,,,
たれネコ耳　黒,,29512,b64874f2b15a659265b0aa452d4f7a48,717d6834dcff7b8ef437d37d3d200aa5,,head2,headtop_efhd,headtop_efhd,,,root,pos_l,pos_r,,,,,,,,,
腰リボン　赤,Waist Ribbon: Red,29520,718e842dd0d07202903354ed07df26a3,5f18722075dda2f418aa93aa9ed1ae37,,hip,hip,,,,root,pos_l,,,,,,,,,,
腰リボン　青,Waist Ribbon: Blue,29521,2a9504ce5fa2544373d4c3de753a72e1,e75a7cc9bc6a14a15b72088d73645f72,,hip,hip,,,,root,pos_l,,,,,,,,,,
腰リボン　黒,Waist Ribbon: Black,29522,6c6af705208abc74bad9a6fbb4f9e18c,29a750821dd9702fffedc3824ffb82d4,,hip,hip,,,,root,pos_l,,,,,,,,,,
プリーツパレオ　赤,Pleated Pareo: Red,29530,55837f7995788d1abff6ae9d7250dc67,083fac6487b01440d80a6b99994e1b2c,,hip,,,,,root,,,,,,,,,,,
プリーツパレオ　青,Pleated Pareo: Blue,29531,c869e9290b5c9b29f82e35746390ab20,095470ed3fd033e78d4dbda953254be1,,hip,,,,,root,,,,,,,,,,,
プリーツパレオ　黒,Pleated Pareo: Black,29532,2838d83a54d5dc68d2e9539044377fbd,c9dbaf6e5ca685de8f3c979679b9b244,,hip,,,,,root,,,,,,,,,,,
ファンシーウィング　紫,Fancy Wings: Purple,29540,2d463f79b60096e7a31fcfc86c7ee896,6ca599ac5d5db8f49c430ddb5090e73e,,spine2,spine2,,,,root,pos_l,,,,,,,,,,
ファンシーウィング　青,Fancy Wings: Blue,29541,d486df519ae2f111b01cadcc2c97128b,56be5178b4231a49d951b5e49739cd74,,spine2,spine2,,,,root,pos_l,,,,,,,,,,
ファンシーウィング　緑,Fancy Wings: Green,29542,2196a7f0ab28d32c23e2cd19fe6453fe,a1532e61815eca68ccb62840b1360747,,spine2,spine2,,,,root,pos_l,,,,,,,,,,
ぽわぽわエフェクト,Floaty Effect,29550,01f767eb0dcc67b2f77044ccad8cdd3b,39ef9b110325e67f424fad2522afb6b1,,spine2,spine2,,,,root,pos_l,,,,,,,,,,
アージェントウィング,Argent Wings,29560,e257b8524529f13e30cf91e2ec6f7b73,7775ddcbb654f45c4ba29695f455dd11,,spine2,spine2,,,,root,pos_l,,,,,,,,,,
鼻ホイップ　白,Nose Whip: White,29570,ed7bb4c09f9ccbbb3be79f83e1991787,766f1a5df0aa0899c947b736ebc6a815,,head,,,,,root,,,,,,,,,,,
鼻ホイップ　桃,Nose Whip: Pink,29571,f41b18eeca2df3580c7e7c54d17e66ce,623e1a2c057f58b45bf30546a21359fb,,head,,,,,root,,,,,,,,,,,
鼻ホイップ　水,Nose Whip: Water,29572,1c78006155c5d3d47ae9e90a5347f7b2,93e82b1d13e865c355e36cbdea2c8655,,head,,,,,root,,,,,,,,,,,
フリルショートエプロン　白,Frilly Short Apron: White,29580,9a62c8ebbdb8981cb10934f216a3b0b3,e54f71b4d5fb528b57eaf77c6e146e9a,,hip,,,,,root,,,,,,,,,,,
フリルショートエプロン　桃,Frilly Short Apron: Pink,29581,17eff7f3875fe9aecd0a43fea4990db4,541c66b83409e2abca73dd2e8795f977,,hip,,,,,root,,,,,,,,,,,
貴族風腰マント　赤,Noble Waist Cape: Red,29590,55d734978df1fc0e6de2d1e3d23a61a4,752836a30b7afb8b2cbdd292e2bab98f,,hip,,,,,root,,,,,,,,,,,
貴族風腰マント　青,Noble Waist Cape: Blue,29591,958c38b973f890027cf6476ec20cdfab,387d5556d967d4469005023d903338c7,,hip,,,,,root,,,,,,,,,,,
貴族風腰マント　銀,Noble Waist Cape: Silver,29592,23888ba672e12559d62b841d6180d9c4,9fd54b612a03a566fec77ddc4689e62a,,hip,,,,,root,,,,,,,,,,,
くっきり二重まぶた,Dstnct Dbl-Edged Eyelids,29600,afee1b43b1531d1cc0dfb787750968e2,8ce2a5e17b827335a2e56106ddae9143,,head,head,head,,,root,pos_l,pos_r,,,,,,,,,
目尻盛りまつげ　黒,Full Outer Lashes: Black,29610,84227e11ce2eeacab29dd4a5c2db2e19,b75107687bbd5726c165e1b4bd5b8e9d,,head,head,head,,,root,pos_l,pos_r,,,,,,,,,
